scope	status	symbol	expected_crc	expected_provider	actual
candidate-builtin	ok	fb_register_client	80d68d3e	vmlinux+__crc+__ksymtab	symvers=80d68d3e@vmlinux[line=7368];vmlinux=80d68d3e@__crc_fb_register_client[line=39930];ksymtab=1
candidate-builtin	ok	fb_unregister_client	b12cbacb	vmlinux+__crc+__ksymtab	symvers=b12cbacb@vmlinux[line=5941];vmlinux=b12cbacb@__crc_fb_unregister_client[line=39935];ksymtab=1
candidate-builtin	ok	filp_close	98c2a45a	vmlinux+__crc+__ksymtab	symvers=98c2a45a@vmlinux[line=836];vmlinux=98c2a45a@__crc_filp_close[line=39994];ksymtab=1
candidate-builtin	ok	filp_open	a4672b7d	vmlinux+__crc+__ksymtab	symvers=a4672b7d@vmlinux[line=2500];vmlinux=a4672b7d@__crc_filp_open[line=39995];ksymtab=1
candidate-builtin	ok	finish_wait	9c5bc552	vmlinux+__crc+__ksymtab	symvers=9c5bc552@vmlinux[line=5626];vmlinux=9c5bc552@__crc_finish_wait[line=40014];ksymtab=1
candidate-builtin	ok	flush_delayed_work	67fc6bf4	vmlinux+__crc+__ksymtab	symvers=67fc6bf4@vmlinux[line=6354];vmlinux=67fc6bf4@__crc_flush_delayed_work[line=40036];ksymtab=1
candidate-builtin	ok	flush_scheduled_work	00801678	vmlinux+__crc+__ksymtab	symvers=00801678@vmlinux[line=6236];vmlinux=00801678@__crc_flush_scheduled_work[line=40041];ksymtab=1
candidate-builtin	ok	free_irq	f20dabd8	vmlinux+__crc+__ksymtab	symvers=f20dabd8@vmlinux[line=3876];vmlinux=f20dabd8@__crc_free_irq[line=40060];ksymtab=1
candidate-builtin	ok	free_netdev	57c5e1a3	vmlinux+__crc+__ksymtab	symvers=57c5e1a3@vmlinux[line=342];vmlinux=57c5e1a3@__crc_free_netdev[line=40062];ksymtab=1
candidate-builtin	ok	gConEmiPhyBase	2a7ea152	vmlinux+__crc+__ksymtab	symvers=2a7ea152@vmlinux[line=5999];vmlinux=2a7ea152@__crc_gConEmiPhyBase[line=40160];ksymtab=1
candidate-builtin	ok	gConEmiSize	0be1ac80	vmlinux+__crc+__ksymtab	symvers=0be1ac80@vmlinux[line=7093];vmlinux=0be1ac80@__crc_gConEmiSize[line=40161];ksymtab=1
candidate-builtin	ok	genl_unregister_family	e9c9e46b	vmlinux+__crc+__ksymtab	symvers=e9c9e46b@vmlinux[line=6866];vmlinux=e9c9e46b@__crc_genl_unregister_family[line=40246];ksymtab=1
candidate-builtin	ok	genlmsg_put	0474745f	vmlinux+__crc+__ksymtab	symvers=0474745f@vmlinux[line=5857];vmlinux=0474745f@__crc_genlmsg_put[line=40249];ksymtab=1
candidate-builtin	ok	get_random_bytes	79aa04a2	vmlinux+__crc+__ksymtab	symvers=79aa04a2@vmlinux[line=774];vmlinux=79aa04a2@__crc_get_random_bytes[line=40296];ksymtab=1
candidate-builtin	ok	gpio_to_desc	7396895b	vmlinux+__crc+__ksymtab	symvers=7396895b@vmlinux[line=7612];vmlinux=7396895b@__crc_gpio_to_desc[line=40366];ksymtab=1
candidate-builtin	ok	gpiod_direction_output_raw	97594b43	vmlinux+__crc+__ksymtab	symvers=97594b43@vmlinux[line=436];vmlinux=97594b43@__crc_gpiod_direction_output_raw[line=40380];ksymtab=1
candidate-builtin	ok	gpiod_get_raw_value	52569d9c	vmlinux+__crc+__ksymtab	symvers=52569d9c@vmlinux[line=2134];vmlinux=52569d9c@__crc_gpiod_get_raw_value[line=40382];ksymtab=1
candidate-builtin	ok	gpiod_to_irq	315c4660	vmlinux+__crc+__ksymtab	symvers=315c4660@vmlinux[line=6739];vmlinux=315c4660@__crc_gpiod_to_irq[line=40394];ksymtab=1
candidate-builtin	ok	ieee80211_channel_to_frequency	a1425906	vmlinux+__crc+__ksymtab	symvers=a1425906@vmlinux[line=1408];vmlinux=a1425906@__crc_ieee80211_channel_to_frequency[line=40565];ksymtab=1
candidate-builtin	ok	ieee80211_frequency_to_channel	09c64fbd	vmlinux+__crc+__ksymtab	symvers=09c64fbd@vmlinux[line=2045];vmlinux=09c64fbd@__crc_ieee80211_frequency_to_channel[line=40568];ksymtab=1
candidate-builtin	ok	init_net	857c3b17	vmlinux+__crc+__ksymtab	symvers=857c3b17@vmlinux[line=428];vmlinux=857c3b17@__crc_init_net[line=40721];ksymtab=1
candidate-builtin	ok	init_timer_key	fa2bcf10	vmlinux+__crc+__ksymtab	symvers=fa2bcf10@vmlinux[line=824];vmlinux=fa2bcf10@__crc_init_timer_key[line=40728];ksymtab=1
candidate-builtin	ok	irq_of_parse_and_map	a668665f	vmlinux+__crc+__ksymtab	symvers=a668665f@vmlinux[line=6506];vmlinux=a668665f@__crc_irq_of_parse_and_map[line=41002];ksymtab=1
candidate-builtin	ok	irq_set_irq_wake	ce2840e7	vmlinux+__crc+__ksymtab	symvers=ce2840e7@vmlinux[line=3298];vmlinux=ce2840e7@__crc_irq_set_irq_wake[line=41011];ksymtab=1
candidate-builtin	ok	jiffies	7d11c268	vmlinux+__crc+__ksymtab	symvers=7d11c268@vmlinux[line=4960];vmlinux=7d11c268@__crc_jiffies[line=41083];ksymtab=1
candidate-builtin	ok	jiffies_to_msecs	37befc70	vmlinux+__crc+__ksymtab	symvers=37befc70@vmlinux[line=5272];vmlinux=37befc70@__crc_jiffies_to_msecs[line=41087];ksymtab=1
candidate-builtin	ok	kallsyms_lookup_name	e007de41	vmlinux+__crc+__ksymtab	symvers=e007de41@vmlinux[line=7326];vmlinux=e007de41@__crc_kallsyms_lookup_name[line=41091];ksymtab=1
candidate-builtin	ok	kfree	037a0cba	vmlinux+__crc+__ksymtab	symvers=037a0cba@vmlinux[line=7466];vmlinux=037a0cba@__crc_kfree[line=41172];ksymtab=1
candidate-builtin	ok	kfree_skb	af618c32	vmlinux+__crc+__ksymtab	symvers=af618c32@vmlinux[line=311];vmlinux=af618c32@__crc_kfree_skb[line=41175];ksymtab=1
candidate-builtin	ok	kmalloc_caches	1fb5f32a	vmlinux+__crc+__ksymtab	symvers=1fb5f32a@vmlinux[line=2666];vmlinux=1fb5f32a@__crc_kmalloc_caches[line=41212];ksymtab=1
candidate-builtin	ok	kmalloc_order_trace	a202a8e5	vmlinux+__crc+__ksymtab	symvers=a202a8e5@vmlinux[line=6675];vmlinux=a202a8e5@__crc_kmalloc_order_trace[line=41215];ksymtab=1
candidate-builtin	ok	kmem_cache_alloc_trace	f90a9e8d	vmlinux+__crc+__ksymtab	symvers=f90a9e8d@vmlinux[line=3700];vmlinux=f90a9e8d@__crc_kmem_cache_alloc_trace[line=41217];ksymtab=1
candidate-builtin	ok	kstrtoint	373db350	vmlinux+__crc+__ksymtab	symvers=373db350@vmlinux[line=7452];vmlinux=373db350@__crc_kstrtoint[line=41251];ksymtab=1
candidate-builtin	ok	kstrtoll	1b17e06c	vmlinux+__crc+__ksymtab	symvers=1b17e06c@vmlinux[line=25];vmlinux=1b17e06c@__crc_kstrtoll[line=41254];ksymtab=1
candidate-builtin	ok	kstrtou16	5ac15bae	vmlinux+__crc+__ksymtab	symvers=5ac15bae@vmlinux[line=1712];vmlinux=5ac15bae@__crc_kstrtou16[line=41260];ksymtab=1
candidate-builtin	ok	kstrtou8	5a5a94a6	vmlinux+__crc+__ksymtab	symvers=5a5a94a6@vmlinux[line=1453];vmlinux=5a5a94a6@__crc_kstrtou8[line=41262];ksymtab=1
candidate-builtin	ok	kstrtouint	a46f2f1b	vmlinux+__crc+__ksymtab	symvers=a46f2f1b@vmlinux[line=2007];vmlinux=a46f2f1b@__crc_kstrtouint[line=41264];ksymtab=1
candidate-builtin	ok	kthread_create_on_node	f3991a9a	vmlinux+__crc+__ksymtab	symvers=f3991a9a@vmlinux[line=7579];vmlinux=f3991a9a@__crc_kthread_create_on_node[line=41270];ksymtab=1
candidate-builtin	ok	kthread_should_stop	b3f7646e	vmlinux+__crc+__ksymtab	symvers=b3f7646e@vmlinux[line=5531];vmlinux=b3f7646e@__crc_kthread_should_stop[line=41272];ksymtab=1
candidate-builtin	ok	kthread_stop	b86c787a	vmlinux+__crc+__ksymtab	symvers=b86c787a@vmlinux[line=3508];vmlinux=b86c787a@__crc_kthread_stop[line=41273];ksymtab=1
candidate-builtin	ok	ktime_get	c87c1f84	vmlinux+__crc+__ksymtab	symvers=c87c1f84@vmlinux[line=4598];vmlinux=c87c1f84@__crc_ktime_get[line=41276];ksymtab=1
candidate-builtin	ok	ktime_get_with_offset	e4689576	vmlinux+__crc+__ksymtab	symvers=e4689576@vmlinux[line=2862];vmlinux=e4689576@__crc_ktime_get_with_offset[line=41280];ksymtab=1
candidate-builtin	ok	kvfree	7aa1756e	vmlinux+__crc+__ksymtab	symvers=7aa1756e@vmlinux[line=4769];vmlinux=7aa1756e@__crc_kvfree[line=41283];ksymtab=1
candidate-builtin	ok	local_clock	262f20a8	vmlinux+__crc+__ksymtab	symvers=262f20a8@vmlinux[line=4076];vmlinux=262f20a8@__crc_local_clock[line=41343];ksymtab=1
candidate-builtin	ok	memcmp	449ad0a7	vmlinux+__crc+__ksymtab	symvers=449ad0a7@vmlinux[line=2196];vmlinux=449ad0a7@__crc_memcmp[line=41453];ksymtab=1
candidate-builtin	ok	memcpy	4829a47e	vmlinux+__crc+__ksymtab	symvers=4829a47e@vmlinux[line=1275];vmlinux=4829a47e@__crc_memcpy[line=41454];ksymtab=1
candidate-builtin	ok	memset	dcb764ad	vmlinux+__crc+__ksymtab	symvers=dcb764ad@vmlinux[line=936];vmlinux=dcb764ad@__crc_memset[line=41476];ksymtab=1
candidate-builtin	ok	memstart_addr	f8e398fc	vmlinux+__crc+__ksymtab	symvers=f8e398fc@vmlinux[line=596];vmlinux=f8e398fc@__crc_memstart_addr[line=41477];ksymtab=1
candidate-builtin	ok	mod_timer	c8fd727e	vmlinux+__crc+__ksymtab	symvers=c8fd727e@vmlinux[line=2345];vmlinux=c8fd727e@__crc_mod_timer[line=41601];ksymtab=1
candidate-builtin	ok	module_layout	a415c974	vmlinux+__crc+__ksymtab	symvers=a415c974@vmlinux[line=1974];vmlinux=a415c974@__crc_module_layout[line=41606];ksymtab=1
candidate-builtin	ok	msecs_to_jiffies	3bd1b1f6	vmlinux+__crc+__ksymtab	symvers=3bd1b1f6@vmlinux[line=7087];vmlinux=3bd1b1f6@__crc_msecs_to_jiffies[line=41641];ksymtab=1
candidate-builtin	ok	msleep	f9a482f9	vmlinux+__crc+__ksymtab	symvers=f9a482f9@vmlinux[line=749];vmlinux=f9a482f9@__crc_msleep[line=41642];ksymtab=1
candidate-builtin	ok	mt_ppm_sysboost_core	763797e4	vmlinux+__crc+__ksymtab	symvers=763797e4@vmlinux[line=6781];vmlinux=763797e4@__crc_mt_ppm_sysboost_core[line=41746];ksymtab=1
candidate-builtin	ok	mt_ppm_sysboost_freq	b80032a6	vmlinux+__crc+__ksymtab	symvers=b80032a6@vmlinux[line=1022];vmlinux=b80032a6@__crc_mt_ppm_sysboost_freq[line=41747];ksymtab=1
candidate-builtin	ok	mtk_btif_exp_rx_has_pending_data	93263291	vmlinux+__crc+__ksymtab	symvers=93263291@vmlinux[line=252];vmlinux=93263291@__crc_mtk_btif_exp_rx_has_pending_data[line=41816];ksymtab=1
candidate-builtin	ok	mtk_btif_exp_rx_thread_get	69c68087	vmlinux+__crc+__ksymtab	symvers=69c68087@vmlinux[line=6598];vmlinux=69c68087@__crc_mtk_btif_exp_rx_thread_get[line=41817];ksymtab=1
candidate-builtin	ok	mtk_btif_exp_tx_has_pending_data	08f6325f	vmlinux+__crc+__ksymtab	symvers=08f6325f@vmlinux[line=251];vmlinux=08f6325f@__crc_mtk_btif_exp_tx_has_pending_data[line=41818];ksymtab=1
candidate-builtin	ok	mtk_conn_md_bridge_reg	a6c3da51	vmlinux+__crc+__ksymtab	symvers=a6c3da51@vmlinux[line=503];vmlinux=a6c3da51@__crc_mtk_conn_md_bridge_reg[line=41820];ksymtab=1
candidate-builtin	ok	mtk_conn_md_bridge_send_msg	bfa16e12	vmlinux+__crc+__ksymtab	symvers=bfa16e12@vmlinux[line=1244];vmlinux=bfa16e12@__crc_mtk_conn_md_bridge_send_msg[line=41821];ksymtab=1
candidate-builtin	ok	mtk_conn_md_bridge_unreg	0b5cc9fd	vmlinux+__crc+__ksymtab	symvers=0b5cc9fd@vmlinux[line=5207];vmlinux=0b5cc9fd@__crc_mtk_conn_md_bridge_unreg[line=41822];ksymtab=1
candidate-builtin	ok	mtk_wcn_btif_close	05b602b4	vmlinux+__crc+__ksymtab	symvers=05b602b4@vmlinux[line=7331];vmlinux=05b602b4@__crc_mtk_wcn_btif_close[line=41931];ksymtab=1
candidate-builtin	ok	mtk_wcn_btif_dbg_ctrl	d53a2b76	vmlinux+__crc+__ksymtab	symvers=d53a2b76@vmlinux[line=7206];vmlinux=d53a2b76@__crc_mtk_wcn_btif_dbg_ctrl[line=41932];ksymtab=1
candidate-builtin	ok	mtk_wcn_btif_dpidle_ctrl	46b43888	vmlinux+__crc+__ksymtab	symvers=46b43888@vmlinux[line=3246];vmlinux=46b43888@__crc_mtk_wcn_btif_dpidle_ctrl[line=41933];ksymtab=1
candidate-builtin	ok	mtk_wcn_btif_loopback_ctrl	6b43ca3c	vmlinux+__crc+__ksymtab	symvers=6b43ca3c@vmlinux[line=3249];vmlinux=6b43ca3c@__crc_mtk_wcn_btif_loopback_ctrl[line=41934];ksymtab=1
candidate-builtin	ok	mtk_wcn_btif_open	b32f99b1	vmlinux+__crc+__ksymtab	symvers=b32f99b1@vmlinux[line=6248];vmlinux=b32f99b1@__crc_mtk_wcn_btif_open[line=41935];ksymtab=1
candidate-builtin	ok	mtk_wcn_btif_parser_wmt_evt	e9a009d3	vmlinux+__crc+__ksymtab	symvers=e9a009d3@vmlinux[line=6621];vmlinux=e9a009d3@__crc_mtk_wcn_btif_parser_wmt_evt[line=41936];ksymtab=1
candidate-builtin	ok	mtk_wcn_btif_rx_cb_register	53980935	vmlinux+__crc+__ksymtab	symvers=53980935@vmlinux[line=862];vmlinux=53980935@__crc_mtk_wcn_btif_rx_cb_register[line=41937];ksymtab=1
candidate-builtin	ok	mtk_wcn_btif_wakeup_consys	30b59ea8	vmlinux+__crc+__ksymtab	symvers=30b59ea8@vmlinux[line=733];vmlinux=30b59ea8@__crc_mtk_wcn_btif_wakeup_consys[line=41938];ksymtab=1
candidate-builtin	ok	mtk_wcn_btif_write	281ca2ad	vmlinux+__crc+__ksymtab	symvers=281ca2ad@vmlinux[line=5330];vmlinux=281ca2ad@__crc_mtk_wcn_btif_write[line=41939];ksymtab=1
candidate-builtin	ok	mtk_wcn_cmb_sdio_pm_cb	ccf21e34	vmlinux+__crc+__ksymtab	symvers=ccf21e34@vmlinux[line=557];vmlinux=ccf21e34@__crc_mtk_wcn_cmb_sdio_pm_cb[line=41940];ksymtab=1
candidate-builtin	ok	mtk_wcn_cmb_sdio_pm_data	21c68dad	vmlinux+__crc+__ksymtab	symvers=21c68dad@vmlinux[line=2394];vmlinux=21c68dad@__crc_mtk_wcn_cmb_sdio_pm_data[line=41941];ksymtab=1
candidate-builtin	ok	mutex_lock	14d04636	vmlinux+__crc+__ksymtab	symvers=14d04636@vmlinux[line=4813];vmlinux=14d04636@__crc_mutex_lock[line=41953];ksymtab=1
candidate-builtin	ok	mutex_lock_killable	0f584cfa	vmlinux+__crc+__ksymtab	symvers=0f584cfa@vmlinux[line=2836];vmlinux=0f584cfa@__crc_mutex_lock_killable[line=41955];ksymtab=1
candidate-builtin	ok	mutex_trylock	509aa448	vmlinux+__crc+__ksymtab	symvers=509aa448@vmlinux[line=5790];vmlinux=509aa448@__crc_mutex_trylock[line=41956];ksymtab=1
candidate-builtin	ok	mutex_unlock	3a2ec81b	vmlinux+__crc+__ksymtab	symvers=3a2ec81b@vmlinux[line=2981];vmlinux=3a2ec81b@__crc_mutex_unlock[line=41957];ksymtab=1
candidate-builtin	ok	n_tty_ioctl_helper	cd8f536b	vmlinux+__crc+__ksymtab	symvers=cd8f536b@vmlinux[line=288];vmlinux=cd8f536b@__crc_n_tty_ioctl_helper[line=41960];ksymtab=1
candidate-builtin	ok	netif_carrier_off	fee34439	vmlinux+__crc+__ksymtab	symvers=fee34439@vmlinux[line=2469];vmlinux=fee34439@__crc_netif_carrier_off[line=42056];ksymtab=1
candidate-builtin	ok	netif_carrier_on	c232856f	vmlinux+__crc+__ksymtab	symvers=c232856f@vmlinux[line=3649];vmlinux=c232856f@__crc_netif_carrier_on[line=42057];ksymtab=1
candidate-builtin	ok	netif_rx	4c62fa22	vmlinux+__crc+__ksymtab	symvers=4c62fa22@vmlinux[line=6023];vmlinux=4c62fa22@__crc_netif_rx[line=42064];ksymtab=1
candidate-builtin	ok	netif_rx_ni	6bdb5cb8	vmlinux+__crc+__ksymtab	symvers=6bdb5cb8@vmlinux[line=5980];vmlinux=6bdb5cb8@__crc_netif_rx_ni[line=42065];ksymtab=1
candidate-builtin	ok	netif_wake_subqueue	5e114ed7	vmlinux+__crc+__ksymtab	symvers=5e114ed7@vmlinux[line=64];vmlinux=5e114ed7@__crc_netif_wake_subqueue[line=42073];ksymtab=1
candidate-builtin	ok	netlink_kernel_release	5ac23211	vmlinux+__crc+__ksymtab	symvers=5ac23211@vmlinux[line=2465];vmlinux=5ac23211@__crc_netlink_kernel_release[line=42081];ksymtab=1
candidate-builtin	ok	netlink_unicast	4c1d8330	vmlinux+__crc+__ksymtab	symvers=4c1d8330@vmlinux[line=2842];vmlinux=4c1d8330@__crc_netlink_unicast[line=42088];ksymtab=1
candidate-builtin	ok	nla_parse	4f391d0e	vmlinux+__crc+__ksymtab	symvers=4f391d0e@vmlinux[line=4945];vmlinux=4f391d0e@__crc_nla_parse[line=42276];ksymtab=1
candidate-builtin	ok	nla_put	d9f801b4	vmlinux+__crc+__ksymtab	symvers=d9f801b4@vmlinux[line=969];vmlinux=d9f801b4@__crc_nla_put[line=42278];ksymtab=1
candidate-builtin	ok	nla_put_nohdr	62515ab9	vmlinux+__crc+__ksymtab	symvers=62515ab9@vmlinux[line=2392];vmlinux=62515ab9@__crc_nla_put_nohdr[line=42279];ksymtab=1
candidate-builtin	ok	ns_to_timespec	0f4c91ed	vmlinux+__crc+__ksymtab	symvers=0f4c91ed@vmlinux[line=1940];vmlinux=0f4c91ed@__crc_ns_to_timespec[line=42307];ksymtab=1
candidate-builtin	ok	of_find_compatible_node	3ac9612c	vmlinux+__crc+__ksymtab	symvers=3ac9612c@vmlinux[line=6450];vmlinux=3ac9612c@__crc_of_find_compatible_node[line=42341];ksymtab=1
candidate-builtin	ok	of_get_address	3162416e	vmlinux+__crc+__ksymtab	symvers=3162416e@vmlinux[line=6134];vmlinux=3162416e@__crc_of_get_address[line=42354];ksymtab=1
candidate-builtin	ok	of_get_child_by_name	98727880	vmlinux+__crc+__ksymtab	symvers=98727880@vmlinux[line=380];vmlinux=98727880@__crc_of_get_child_by_name[line=42355];ksymtab=1
candidate-builtin	ok	of_get_named_gpio_flags	b03360d3	vmlinux+__crc+__ksymtab	symvers=b03360d3@vmlinux[line=99];vmlinux=b03360d3@__crc_of_get_named_gpio_flags[line=42360];ksymtab=1
candidate-builtin	ok	of_iomap	67437af2	vmlinux+__crc+__ksymtab	symvers=67437af2@vmlinux[line=7413];vmlinux=67437af2@__crc_of_iomap[line=42381];ksymtab=1
candidate-builtin	ok	of_match_node	409fa072	vmlinux+__crc+__ksymtab	symvers=409fa072@vmlinux[line=6785];vmlinux=409fa072@__crc_of_match_node[line=42388];ksymtab=1
candidate-builtin	ok	of_parse_phandle	5b08e049	vmlinux+__crc+__ksymtab	symvers=5b08e049@vmlinux[line=7284];vmlinux=5b08e049@__crc_of_parse_phandle[line=42393];ksymtab=1
candidate-builtin	ok	of_property_read_u32_array	47007bd6	vmlinux+__crc+__ksymtab	symvers=47007bd6@vmlinux[line=7278];vmlinux=47007bd6@__crc_of_property_read_u32_array[line=42407];ksymtab=1
candidate-builtin	ok	param_ops_uint	149c7752	vmlinux+__crc+__ksymtab	symvers=149c7752@vmlinux[line=397];vmlinux=149c7752@__crc_param_ops_uint[line=42507];ksymtab=1
candidate-builtin	ok	pinctrl_lookup_state	5c2d2fe3	vmlinux+__crc+__ksymtab	symvers=5c2d2fe3@vmlinux[line=2302];vmlinux=5c2d2fe3@__crc_pinctrl_lookup_state[line=42581];ksymtab=1
candidate-builtin	ok	pinctrl_select_state	69a25c91	vmlinux+__crc+__ksymtab	symvers=69a25c91@vmlinux[line=6117];vmlinux=69a25c91@__crc_pinctrl_select_state[line=42589];ksymtab=1
candidate-builtin	ok	platform_driver_unregister	3c472de1	vmlinux+__crc+__ksymtab	symvers=3c472de1@vmlinux[line=4017];vmlinux=3c472de1@__crc_platform_driver_unregister[line=42636];ksymtab=1
candidate-builtin	ok	prepare_to_wait_event	cb128141	vmlinux+__crc+__ksymtab	symvers=cb128141@vmlinux[line=3021];vmlinux=cb128141@__crc_prepare_to_wait_event[line=42736];ksymtab=1
candidate-builtin	ok	printk	27e1a049	vmlinux+__crc+__ksymtab	symvers=27e1a049@vmlinux[line=3996];vmlinux=27e1a049@__crc_printk[line=42741];ksymtab=1
candidate-builtin	ok	proc_create_data	728c0d38	vmlinux+__crc+__ksymtab	symvers=728c0d38@vmlinux[line=3928];vmlinux=728c0d38@__crc_proc_create_data[line=42749];ksymtab=1
candidate-builtin	ok	proc_mkdir	1ea896a0	vmlinux+__crc+__ksymtab	symvers=1ea896a0@vmlinux[line=4967];vmlinux=1ea896a0@__crc_proc_mkdir[line=42759];ksymtab=1
candidate-builtin	ok	proc_remove	71981028	vmlinux+__crc+__ksymtab	symvers=71981028@vmlinux[line=6285];vmlinux=71981028@__crc_proc_remove[line=42762];ksymtab=1
candidate-builtin	ok	proc_set_user	be65e5d0	vmlinux+__crc+__ksymtab	symvers=be65e5d0@vmlinux[line=6338];vmlinux=be65e5d0@__crc_proc_set_user[line=42764];ksymtab=1
candidate-builtin	ok	queue_delayed_work_on	53f01b6b	vmlinux+__crc+__ksymtab	symvers=53f01b6b@vmlinux[line=4499];vmlinux=53f01b6b@__crc_queue_delayed_work_on[line=42828];ksymtab=1
candidate-builtin	ok	queue_work_on	2e0d2f7f	vmlinux+__crc+__ksymtab	symvers=2e0d2f7f@vmlinux[line=381];vmlinux=2e0d2f7f@__crc_queue_work_on[line=42830];ksymtab=1
candidate-builtin	ok	register_chrdev_region	d8e484f0	vmlinux+__crc+__ksymtab	symvers=d8e484f0@vmlinux[line=6690];vmlinux=d8e484f0@__crc_register_chrdev_region[line=42924];ksymtab=1
candidate-builtin	ok	register_inetaddr_notifier	f68285c0	vmlinux+__crc+__ksymtab	symvers=f68285c0@vmlinux[line=7099];vmlinux=f68285c0@__crc_register_inetaddr_notifier[line=42934];ksymtab=1
candidate-builtin	ok	register_netdev	3918cc29	vmlinux+__crc+__ksymtab	symvers=3918cc29@vmlinux[line=4765];vmlinux=3918cc29@__crc_register_netdev[line=42943];ksymtab=1
candidate-builtin	ok	regulator_disable	e7ad3055	vmlinux+__crc+__ksymtab	symvers=e7ad3055@vmlinux[line=4000];vmlinux=e7ad3055@__crc_regulator_disable[line=43021];ksymtab=1
candidate-builtin	ok	regulator_enable	d2558380	vmlinux+__crc+__ksymtab	symvers=d2558380@vmlinux[line=1369];vmlinux=d2558380@__crc_regulator_enable[line=43024];ksymtab=1
candidate-builtin	ok	regulator_get	9420fdd9	vmlinux+__crc+__ksymtab	symvers=9420fdd9@vmlinux[line=786];vmlinux=9420fdd9@__crc_regulator_get[line=43027];ksymtab=1
candidate-builtin	ok	regulator_set_voltage	a7f75ca7	vmlinux+__crc+__ksymtab	symvers=a7f75ca7@vmlinux[line=444];vmlinux=a7f75ca7@__crc_regulator_set_voltage[line=43063];ksymtab=1
candidate-builtin	ok	release_firmware	20f5908c	vmlinux+__crc+__ksymtab	symvers=20f5908c@vmlinux[line=5268];vmlinux=20f5908c@__crc_release_firmware[line=43076];ksymtab=1
candidate-builtin	ok	remap_pfn_range	456f8f98	vmlinux+__crc+__ksymtab	symvers=456f8f98@vmlinux[line=804];vmlinux=456f8f98@__crc_remap_pfn_range[line=43080];ksymtab=1
candidate-builtin	ok	remove_proc_entry	2318d172	vmlinux+__crc+__ksymtab	symvers=2318d172@vmlinux[line=5902];vmlinux=2318d172@__crc_remove_proc_entry[line=43086];ksymtab=1
candidate-builtin	ok	remove_proc_subtree	00e82751	vmlinux+__crc+__ksymtab	symvers=00e82751@vmlinux[line=2026];vmlinux=00e82751@__crc_remove_proc_subtree[line=43087];ksymtab=1
candidate-builtin	ok	request_firmware	f474ce68	vmlinux+__crc+__ksymtab	symvers=f474ce68@vmlinux[line=6];vmlinux=f474ce68@__crc_request_firmware[line=43093];ksymtab=1
candidate-builtin	ok	request_threaded_irq	d6b8e852	vmlinux+__crc+__ksymtab	symvers=d6b8e852@vmlinux[line=4279];vmlinux=d6b8e852@__crc_request_threaded_irq[line=43101];ksymtab=1
candidate-builtin	ok	rtc_gpio_enable_32k	317fb636	vmlinux+__crc+__ksymtab	symvers=317fb636@vmlinux[line=1051];vmlinux=317fb636@__crc_rtc_gpio_enable_32k[line=43215];ksymtab=1
candidate-builtin	ok	rtc_time64_to_tm	356461c8	vmlinux+__crc+__ksymtab	symvers=356461c8@vmlinux[line=4790];vmlinux=356461c8@__crc_rtc_time64_to_tm[line=43231];ksymtab=1
candidate-builtin	ok	sched_clock	3a26ed11	vmlinux+__crc+__ksymtab	symvers=3a26ed11@vmlinux[line=4893];vmlinux=3a26ed11@__crc_sched_clock[line=43273];ksymtab=1
candidate-builtin	ok	sched_setscheduler	795ff2cd	vmlinux+__crc+__ksymtab	symvers=795ff2cd@vmlinux[line=4432];vmlinux=795ff2cd@__crc_sched_setscheduler[line=43282];ksymtab=1
candidate-builtin	ok	schedule	01000e51	vmlinux+__crc+__ksymtab	symvers=01000e51@vmlinux[line=4532];vmlinux=01000e51@__crc_schedule[line=43285];ksymtab=1
candidate-builtin	ok	schedule_timeout	d62c833f	vmlinux+__crc+__ksymtab	symvers=d62c833f@vmlinux[line=4681];vmlinux=d62c833f@__crc_schedule_timeout[line=43288];ksymtab=1
candidate-builtin	ok	sdio_claim_host	23021547	vmlinux+__crc+__ksymtab	symvers=23021547@vmlinux[line=1032];vmlinux=23021547@__crc_sdio_claim_host[line=43406];ksymtab=1
candidate-builtin	ok	sdio_claim_irq	78d9ebec	vmlinux+__crc+__ksymtab	symvers=78d9ebec@vmlinux[line=3613];vmlinux=78d9ebec@__crc_sdio_claim_irq[line=43407];ksymtab=1
candidate-builtin	ok	sdio_disable_func	9a6663ee	vmlinux+__crc+__ksymtab	symvers=9a6663ee@vmlinux[line=6637];vmlinux=9a6663ee@__crc_sdio_disable_func[line=43408];ksymtab=1
candidate-builtin	ok	sdio_enable_func	a8637e3f	vmlinux+__crc+__ksymtab	symvers=a8637e3f@vmlinux[line=6540];vmlinux=a8637e3f@__crc_sdio_enable_func[line=43409];ksymtab=1
candidate-builtin	ok	sdio_f0_readb	7a8d6e81	vmlinux+__crc+__ksymtab	symvers=7a8d6e81@vmlinux[line=5940];vmlinux=7a8d6e81@__crc_sdio_f0_readb[line=43410];ksymtab=1
candidate-builtin	ok	sdio_f0_writeb	80077d0a	vmlinux+__crc+__ksymtab	symvers=80077d0a@vmlinux[line=1181];vmlinux=80077d0a@__crc_sdio_f0_writeb[line=43411];ksymtab=1
candidate-builtin	ok	sdio_get_host_pm_caps	52dae2d5	vmlinux+__crc+__ksymtab	symvers=52dae2d5@vmlinux[line=6295];vmlinux=52dae2d5@__crc_sdio_get_host_pm_caps[line=43412];ksymtab=1
