scope	status	symbol	expected_crc	expected_provider	actual
candidate-inter	ok	wifi_reset_end	2c06ee40	stock-module-only	symvers=<absent>;vmlinux=<absent>;ksymtab=0
candidate-inter	ok	wifi_reset_start	a8ec3708	stock-module-only	symvers=<absent>;vmlinux=<absent>;ksymtab=0
candidate-inter	ok	wmt_lib_get_fwinfor_from_emi	bf70805f	stock-module-only	symvers=<absent>;vmlinux=<absent>;ksymtab=0
stock-inter	ok	mtk_wcn_consys_hw_wifi_paldo_ctrl	bb7925e6	one-stock-module	bb7925e6@wmt_drv.ko
stock-inter	ok	mtk_wcn_set_connsys_power_off_flag	1aee7536	one-stock-module	1aee7536@wmt_drv.ko
stock-inter	ok	mtk_wcn_stp_coredump_start_get	6f565716	one-stock-module	6f565716@wmt_drv.ko
stock-inter	ok	mtk_wcn_stp_is_ready	bd9c94a3	one-stock-module	bd9c94a3@wmt_drv.ko
stock-inter	ok	mtk_wcn_stp_is_rxqueue_empty	d5b8287f	one-stock-module	d5b8287f@wmt_drv.ko
stock-inter	ok	mtk_wcn_stp_receive_data	7ef22447	one-stock-module	7ef22447@wmt_drv.ko
stock-inter	ok	mtk_wcn_stp_register_event_cb	b095001c	one-stock-module	b095001c@wmt_drv.ko
stock-inter	ok	mtk_wcn_stp_send_data	e471e19a	one-stock-module	e471e19a@wmt_drv.ko
stock-inter	ok	mtk_wcn_stp_set_bluez	cd5cff60	one-stock-module	cd5cff60@wmt_drv.ko
stock-inter	ok	mtk_wcn_wmt_assert	1adc0af1	one-stock-module	1adc0af1@wmt_drv.ko
stock-inter	ok	mtk_wcn_wmt_assert_keyword	17b138ac	one-stock-module	17b138ac@wmt_drv.ko
stock-inter	ok	mtk_wcn_wmt_assert_timeout	ad31899a	one-stock-module	ad31899a@wmt_drv.ko
stock-inter	ok	mtk_wcn_wmt_co_clock_flag_get	20744741	one-stock-module	20744741@wmt_drv.ko
stock-inter	ok	mtk_wcn_wmt_func_off	23d9ceaa	one-stock-module	23d9ceaa@wmt_drv.ko
stock-inter	ok	mtk_wcn_wmt_func_on	422c8069	one-stock-module	422c8069@wmt_drv.ko
stock-inter	ok	mtk_wcn_wmt_ic_info_get	e20559a6	one-stock-module	e20559a6@wmt_drv.ko
stock-inter	ok	mtk_wcn_wmt_msgcb_reg	454534e9	one-stock-module	454534e9@wmt_drv.ko
stock-inter	ok	mtk_wcn_wmt_msgcb_unreg	cb27773c	one-stock-module	cb27773c@wmt_drv.ko
stock-inter	ok	mtk_wcn_wmt_psm_ctrl	14734572	one-stock-module	14734572@wmt_drv.ko
stock-inter	ok	mtk_wcn_wmt_set_wifi_ver	3c3f0b6a	one-stock-module	3c3f0b6a@wmt_drv.ko
stock-inter	ok	mtk_wcn_wmt_wlan_reg	f6f3f906	one-stock-module	f6f3f906@wmt_drv.ko
stock-inter	ok	mtk_wcn_wmt_wlan_unreg	6c73b212	one-stock-module	6c73b212@wmt_drv.ko
stock-inter	ok	mtk_wmt_get_gps_lna_pin_num	210c94ae	one-stock-module	210c94ae@wmt_drv.ko
stock-inter	ok	register_file_buf_handler	64b931ea	one-stock-module	64b931ea@wmt_chrdev_wifi.ko
stock-inter	ok	register_set_p2p_mode_handler	0c9ecff3	one-stock-module	0c9ecff3@wmt_chrdev_wifi.ko
stock-inter	ok	update_driver_loaded_status	a098352f	one-stock-module	a098352f@wmt_chrdev_wifi.ko
stock-inter	ok	wifi_reset_end	2c06ee40	one-stock-module	2c06ee40@wmt_chrdev_wifi.ko
stock-inter	ok	wifi_reset_start	a8ec3708	one-stock-module	a8ec3708@wmt_chrdev_wifi.ko
stock-inter	ok	wmt_lib_get_fwinfor_from_emi	bf70805f	one-stock-module	bf70805f@wmt_drv.ko
